,Answer,Answered,Correct,Select2,Select4,Select3,Select1,TextLength,WordCount,AvgWordLength,AnswerRate,Entropy
305,2,876,686,686,58,90,42,77,11,7.0,0.7831050228310502,0.5591882059002246
306,3,1205,814,249,67,814,75,0,0,0.0,0.6755186721991702,0.6593145556202897
307,1,2153,576,549,330,698,576,161,29,5.551724137931035,0.2675336739433349,1.001099971785768
308,3,688,187,131,68,187,302,248,46,5.391304347826087,0.27180232558139533,0.9059620280030065
309,3,136,84,22,18,84,12,72,11,6.545454545454546,0.6176470588235294,0.7765407988588588
310,3,2183,805,460,371,805,547,251,35,7.171428571428572,0.36875858909757214,0.9761258983103049
311,4,2652,1352,297,1352,559,444,24,0,0.0,0.5098039215686274,0.8725822210631482
312,1,2796,2403,168,101,124,2403,32,3,10.666666666666666,0.8594420600858369,0.4270952756588931
313,3,9,4,1,1,4,3,77,6,12.833333333333334,0.4444444444444444,0.8544762245196409
314,1,2625,1708,594,148,175,1708,41,8,5.125,0.6506666666666666,0.6789179027975139
315,1,9,7,1,0,1,7,58,6,9.666666666666666,0.7777777777777778,0.48827212829693767
316,1,672,203,143,118,208,203,109,19,5.7368421052631575,0.3020833333333333,0.9977316567163212
317,3,1485,882,253,166,882,184,178,23,7.739130434782608,0.593939393939394,0.805202591232652
318,2,78,40,40,6,16,16,373,61,6.114754098360656,0.5128205128205128,0.8471992241943994
319,2,2849,1469,1469,468,441,471,217,36,6.027777777777778,0.5156195156195156,0.8830565415106573
320,2,319,238,238,13,26,42,32,7,4.571428571428571,0.7460815047021944,0.60170377342355
321,2,590,444,444,33,59,54,67,10,6.7,0.752542372881356,0.6103954121255315
322,4,78,28,15,28,20,15,0,0,0.0,0.358974358974359,0.9830678183376085
323,3,1720,1169,194,246,1169,111,66,11,6.0,0.6796511627906977,0.7011395057677998
324,4,590,202,119,202,128,141,298,52,5.730769230769231,0.3423728813559322,0.9965031022233969
325,4,2548,1063,728,1063,403,354,26,0,0.0,0.4171899529042386,0.9238258869649307
326,3,2125,950,586,312,950,277,133,16,8.3125,0.4470588235294118,0.9025219200440833
327,4,2244,925,436,925,627,256,121,21,5.761904761904762,0.41221033868092694,0.9222518769330588
328,1,2272,1320,344,253,355,1320,0,0,0.0,0.5809859154929577,0.8203000600177763
329,4,166,46,66,46,32,22,124,17,7.294117647058823,0.27710843373493976,0.9518966190696801
330,1,665,388,82,25,170,388,141,20,7.05,0.5834586466165413,0.7301239128808319
331,2,879,480,480,39,310,50,51,7,7.285714285714286,0.5460750853242321,0.6688483589162373
332,2,2910,1757,1757,179,421,553,49,6,8.166666666666666,0.6037800687285223,0.7667831210320402
333,2,2584,1381,1381,494,348,361,157,26,6.038461538461538,0.5344427244582043,0.8612925573015393
334,3,583,231,106,69,231,177,131,16,8.1875,0.39622641509433965,0.9244348098399924
335,4,2491,1085,743,1085,404,259,46,4,11.5,0.4355680449618627,0.8912086385214153
336,4,172,74,45,74,15,38,51,8,6.375,0.43023255813953487,0.8971256953599896
337,1,2652,1627,329,396,300,1627,90,17,5.294117647058823,0.6134992458521871,0.7893922756534522
338,3,2163,574,448,822,574,319,122,12,10.166666666666666,0.26537216828478966,0.9760686921835191
339,4,586,156,84,156,131,215,65,9,7.222222222222222,0.26621160409556316,0.9812301587516701
340,2,79,42,42,9,17,11,0,0,0.0,0.5316455696202531,0.8525705632343806
341,4,1606,740,254,740,357,255,104,15,6.933333333333334,0.46077210460772106,0.918134407664614
342,1,2823,1109,1230,210,274,1109,127,20,6.35,0.3928444916755225,0.7816599007916158
343,3,2157,1372,228,173,1372,384,65,9,7.222222222222222,0.6360686138154845,0.747137145559607
344,1,2787,1858,77,762,90,1858,43,6,7.166666666666667,0.6666666666666666,0.5645678763132572
345,2,4,2,2,0,1,1,0,0,0.0,0.5,0.6931471805599453
346,2,2188,1214,1214,394,348,232,87,1,87.0,0.5548446069469836,0.8390731489206107
347,2,78,53,53,9,16,0,72,10,7.2,0.6794871794871795,0.5741189732740681
348,2,1255,767,767,81,265,142,84,13,6.461538461538462,0.6111553784860557,0.7518091696971763
349,2,2627,1951,1951,295,232,149,48,8,6.0,0.7426722497145032,0.6226354419089154
350,3,1255,837,244,64,837,110,85,11,7.7272727272727275,0.6669322709163347,0.6835489812038356
351,2,1701,508,508,296,478,419,235,39,6.0256410256410255,0.2986478542034098,1.0061169110347146
352,3,139,43,66,16,43,14,167,29,5.758620689655173,0.30935251798561153,0.8336982909090086
353,4,891,410,130,410,214,137,115,21,5.476190476190476,0.4601571268237935,0.9113153052762113
354,4,1008,442,173,442,149,244,58,9,6.444444444444445,0.4384920634920635,0.9284553368251918
355,3,494,236,89,47,236,122,142,20,7.1,0.4777327935222672,0.8779717040293391
356,3,174,63,54,24,63,33,203,27,7.518518518518518,0.3620689655172414,0.9516779209287205
357,4,7,4,2,4,1,0,74,8,9.25,0.5714285714285714,0.6359194408637213
358,3,846,288,220,162,288,176,241,44,5.4772727272727275,0.3404255319148936,0.9933994716647662
359,3,1178,586,158,198,586,236,86,13,6.615384615384615,0.49745331069609505,0.8912905248993244
360,1,2590,1561,533,271,225,1561,90,17,5.294117647058823,0.6027027027027027,0.7737789290134783
361,4,2303,941,415,941,552,395,144,18,8.0,0.4085974815458098,0.9535763330347954
362,2,1691,668,668,314,478,231,286,50,5.72,0.39503252513305737,0.941723396266473
363,1,2673,1903,268,190,312,1903,106,17,6.235294117647059,0.7119341563786008,0.6692482575170247
364,2,1604,625,625,222,512,245,207,39,5.3076923076923075,0.38965087281795513,0.9252154417021023
365,1,2208,701,271,173,1063,701,185,32,5.78125,0.317481884057971,0.8089134553728499
366,2,136,105,105,12,10,9,99,16,6.1875,0.7720588235294118,0.585827570105847
367,1,2292,1348,264,225,455,1348,194,36,5.388888888888889,0.5881326352530541,0.7977702941215474
368,1,2299,1314,286,216,483,1314,247,44,5.613636363636363,0.5715528490648107,0.809266743898775
369,3,2257,1401,370,258,1401,228,219,36,6.083333333333333,0.6207354895879486,0.7759429652451311
370,2,2831,1564,1564,331,665,271,67,10,6.7,0.5524549629106322,0.8158143382170353
371,1,2545,1006,584,544,411,1006,216,36,6.0,0.39528487229862475,0.9620314614098489
372,2,2646,1634,1634,243,571,198,0,0,0.0,0.6175359032501889,0.744188947576775
373,2,2249,1242,1242,230,444,333,145,11,13.181818181818182,0.5522454424188529,0.8363062884336595
374,2,78,47,47,16,10,5,72,11,6.545454545454546,0.6025641025641025,0.7644040202491011
375,3,876,485,327,23,485,41,49,8,6.125,0.5536529680365296,0.6067104383236075
376,2,2334,1554,1554,201,430,149,186,30,6.2,0.6658097686375322,0.6984508775402107
377,2,319,171,171,21,83,44,72,10,7.2,0.5360501567398119,0.8026495225092288
378,1,656,265,137,153,101,265,120,21,5.714285714285714,0.40396341463414637,0.9546757735742011
379,1,2535,997,958,284,296,997,75,9,8.333333333333334,0.3932938856015779,0.8637420826166065
380,3,1471,608,384,221,608,258,290,49,5.918367346938775,0.41332426920462273,0.940691273106834
381,3,174,117,27,9,117,21,40,6,6.666666666666667,0.6724137931034483,0.697520484395939
382,4,137,39,58,39,22,18,93,10,9.3,0.2846715328467153,0.9242540912660584
383,3,2352,1890,249,132,1890,81,4,0,0.0,0.8035714285714286,0.5153868359851081
384,4,1908,756,469,756,373,310,145,19,7.631578947368421,0.39622641509433965,0.9592616563765647
385,4,1501,579,243,579,174,505,106,18,5.888888888888889,0.38574283810792803,0.9110673545549061
386,2,856,437,437,95,267,57,195,36,5.416666666666667,0.5105140186915887,0.7877729776190451
387,2,554,184,184,106,143,121,254,47,5.404255319148936,0.33212996389891697,0.9982833068163239
388,3,582,206,131,69,206,176,163,24,6.791666666666667,0.3539518900343643,0.9501434829273954
389,3,2504,1355,449,411,1355,289,83,12,6.916666666666667,0.5411341853035144,0.8539829859033746
390,3,554,208,130,61,208,155,90,14,6.428571428571429,0.37545126353790614,0.9394680581557386
391,4,2797,1240,509,1240,494,554,237,38,6.2368421052631575,0.44333214158026457,0.9369844372336097
392,2,2217,1204,1204,482,270,261,198,38,5.2105263157894735,0.5430762291384754,0.8400443049743573
393,2,13,7,7,1,3,2,76,10,7.6,0.5384615384615384,0.8236588398188461
394,3,2601,2021,200,186,2021,194,89,12,7.416666666666667,0.7770088427527874,0.5795082262520836
395,1,191,67,22,19,83,67,191,35,5.457142857142857,0.3507853403141361,0.8406851311655454
396,1,1932,1573,202,51,106,1573,63,7,9.0,0.8141821946169773,0.491298099473836
397,4,12,5,1,5,5,1,17,2,8.5,0.4166666666666667,0.778929748862125
398,3,1012,501,161,107,501,243,228,41,5.560975609756097,0.4950592885375494,0.8725748305240624
399,2,174,71,71,30,41,32,197,30,6.566666666666666,0.40804597701149425,0.9550963835905975
400,4,104,40,12,40,27,25,4,0,0.0,0.38461538461538464,0.9419485263824033
401,2,115,70,70,14,17,14,10,2,5.0,0.6086956521739131,0.7953366408535942
402,3,2305,1066,484,288,1066,467,141,18,7.833333333333333,0.462472885032538,0.9110526127190112
403,3,2203,1437,309,243,1437,214,68,7,9.714285714285714,0.6522923286427599,0.7451690708773319
404,2,1265,567,567,139,276,283,163,30,5.433333333333334,0.4482213438735178,0.9098099117270161
405,2,2930,2332,2332,156,257,185,91,12,7.583333333333333,0.7959044368600683,0.5440386304485175
406,1,2131,1670,166,137,158,1670,60,10,6.0,0.7836696386672923,0.56815880923208
407,1,110,51,30,11,18,51,10,0,0.0,0.4636363636363636,0.880808004445226
408,4,120,83,8,83,18,11,61,12,5.083333333333333,0.6916666666666667,0.6841510208881998
409,4,2863,1622,430,1622,315,496,57,5,11.4,0.5665385958784491,0.8312767457231752
410,3,2354,1891,133,258,1891,72,84,9,9.333333333333334,0.8033135089209855,0.5113306876501004
411,3,625,367,67,99,367,92,115,18,6.388888888888889,0.5872,0.8132865694095373
412,2,1675,866,866,264,325,220,64,10,6.4,0.5170149253731343,0.8759851126688682
413,3,2140,1384,334,163,1384,259,110,15,7.333333333333333,0.6467289719626168,0.7415940912589336
414,1,1210,994,83,47,86,994,0,0,0.0,0.8214876033057851,0.4978963328349735
415,2,861,365,365,180,168,148,235,41,5.7317073170731705,0.42392566782810687,0.9487448036923114
416,3,2460,975,588,355,975,542,144,24,6.0,0.39634146341463417,0.9547173823362858
417,4,2545,1252,453,1252,469,371,186,27,6.888888888888889,0.4919449901768173,0.8996132454635126
418,1,89,22,27,13,27,22,201,27,7.444444444444445,0.24719101123595505,1.0047090377620183
419,2,68,24,24,24,15,5,133,19,7.0,0.35294117647058826,0.8928985958925639
420,2,2220,1687,1687,225,115,193,100,12,8.333333333333334,0.7599099099099099,0.5977098681924955
421,4,2820,2111,237,2111,226,246,83,8,10.375,0.7485815602836879,0.6231780932992826
422,2,144,129,129,2,10,3,49,9,5.444444444444445,0.8958333333333334,0.32527234261510646
423,4,2300,839,466,839,690,305,62,5,12.4,0.36478260869565216,0.9525686484762075
424,4,1711,632,341,632,139,599,117,19,6.157894736842105,0.36937463471654003,0.8928402126240078
425,4,78,14,28,14,17,19,265,46,5.760869565217392,0.1794871794871795,1.0438291175655143
426,1,80,23,31,11,15,23,184,28,6.571428571428571,0.2875,0.9540539227507061
427,1,7,4,0,2,1,4,171,30,5.7,0.5714285714285714,0.6359194408637213
428,4,6,2,1,2,1,2,74,10,7.4,0.3333333333333333,0.9634572526320548
429,1,13,10,0,2,1,10,185,33,5.606060606060606,0.7692307692307693,0.4852733624049784
430,1,621,193,88,76,264,193,45,6,7.5,0.3107890499194847,0.8976131502432496
431,1,1253,852,171,113,117,852,33,7,4.714285714285714,0.6799680766161214,0.7101819919118408
432,1,837,535,146,64,92,535,33,7,4.714285714285714,0.6391875746714456,0.7438796130165755
433,2,2495,1237,1237,423,431,404,244,42,5.809523809523809,0.49579158316633265,0.8990095122364381
434,3,1693,642,498,311,642,242,267,44,6.068181818181818,0.37920850561134084,0.949277699259296
435,3,2263,1232,287,392,1232,352,194,33,5.878787878787879,0.5444100751215201,0.8550155902416147
436,2,2224,1624,1624,180,158,262,23,0,0.0,0.7302158273381295,0.6433044446305656
437,3,1164,404,293,193,404,274,226,31,7.290322580645161,0.3470790378006873,0.9856722641327116
438,1,2659,1685,412,247,315,1685,202,21,9.619047619047619,0.6336968785257616,0.7623678566233589
439,2,2347,610,610,398,270,1069,124,18,6.888888888888889,0.25990626331487005,0.9078703443863174
440,2,1444,1197,1197,40,129,78,116,17,6.823529411764706,0.8289473684210527,0.4727654405095798
441,4,1265,927,107,927,144,87,161,23,7.0,0.7328063241106719,0.6403919801132892
442,1,80,20,33,14,13,20,38,2,19.0,0.25,0.9655713036303182
443,3,167,75,28,33,75,31,14,2,7.0,0.4491017964071856,0.9324272550299544
444,4,94,52,17,52,8,17,0,0,0.0,0.5531914893617021,0.8282297321701078
445,3,2454,1049,531,328,1049,546,30,0,0.0,0.42746536267318663,0.93457815440887
446,3,2667,1232,274,212,1232,949,249,42,5.928571428571429,0.46194225721784776,0.8027453415596443
447,3,89,47,7,5,47,30,58,8,7.25,0.5280898876404494,0.7282948929587362
448,2,2622,1252,1252,269,663,438,211,37,5.702702702702703,0.4774980930587338,0.8801937024303543
449,2,2818,1486,1486,482,436,414,182,34,5.352941176470588,0.5273243435060326,0.872529791383478
450,4,136,63,10,63,42,21,0,0,0.0,0.4632352941176471,0.8432416218286618
451,4,2325,1816,123,1816,170,216,67,11,6.090909090909091,0.7810752688172043,0.5675081250768989
452,1,1752,1253,153,201,145,1253,81,9,9.0,0.7151826484018264,0.6675459140027238
453,4,2531,1250,588,1250,461,232,113,9,12.555555555555555,0.4938759383642829,0.8683266099746632
454,1,190,82,44,26,38,82,209,39,5.358974358974359,0.43157894736842106,0.9328182728566727
455,2,556,167,167,86,214,89,249,42,5.928571428571429,0.30035971223021585,0.949455926015896
456,1,1888,727,403,299,459,727,375,70,5.357142857142857,0.3850635593220339,0.9653083931138262
457,1,2552,1877,276,191,208,1877,10,0,0.0,0.7355015673981191,0.6389123239580508
458,3,194,133,53,2,133,6,0,0,0.0,0.6855670103092784,0.5091599232376924
459,4,1931,1365,236,1365,205,125,78,8,9.75,0.7068876229932677,0.6722001185822547
460,2,2894,1978,1978,232,514,170,145,13,11.153846153846153,0.6834830684174154,0.6757602529434229
461,4,2638,1802,326,1802,258,252,191,13,14.692307692307692,0.6830932524639879,0.7100882355313065
462,3,2914,2200,189,217,2200,308,77,12,6.416666666666667,0.7549759780370625,0.6083667446200289
463,1,2698,1360,526,312,500,1360,156,19,8.210526315789474,0.5040770941438102,0.8806102577789083
464,2,2395,1920,1920,311,83,81,81,9,9.0,0.8016701461377871,0.49613822317872874
465,2,2155,1274,1274,278,331,272,104,18,5.777777777777778,0.5911832946635731,0.8131777328758831
466,4,601,379,72,379,100,50,92,15,6.133333333333334,0.6306156405990017,0.759484103207061
467,3,1433,554,253,95,554,531,100,19,5.2631578947368425,0.3866015352407537,0.8539360589193158
468,1,1929,1397,304,98,130,1397,66,10,6.6,0.7242094349403836,0.624348376448634
469,1,2299,1489,457,129,224,1489,99,14,7.071428571428571,0.647672901261418,0.7096481468644371
470,1,570,189,172,102,107,189,92,16,5.75,0.33157894736842103,0.9834710372304587
471,1,168,63,42,33,30,63,68,11,6.181818181818182,0.375,0.9738894219713228
472,4,2370,1737,223,1737,247,163,9,0,0.0,0.7329113924050633,0.6421598845103585
473,4,2393,1923,119,1923,244,107,161,21,7.666666666666667,0.8035938152946093,0.5209883089752186
474,1,1713,761,328,228,396,761,30,0,0.0,0.44424985405720957,0.9234992012820642
475,1,2340,1222,459,395,264,1222,134,18,7.444444444444445,0.5222222222222223,0.86598062143286
476,1,852,364,260,70,158,364,92,14,6.571428571428571,0.4272300469483568,0.8800003742569871
477,2,6,3,3,1,0,2,65,8,8.125,0.5,0.6648306744273791
478,1,193,116,50,11,16,116,77,12,6.416666666666667,0.6010362694300518,0.7196255270344576
479,1,180,79,61,20,20,79,203,34,5.970588235294118,0.4388888888888889,0.8549780293509979
480,1,2351,1760,274,193,124,1760,154,21,7.333333333333333,0.7486176095278605,0.61092430580314
481,4,78,20,14,20,39,5,43,5,8.6,0.2564102564102564,0.8309771227199485
482,3,321,203,34,36,203,48,78,12,6.5,0.632398753894081,0.7673192036896999
483,3,1473,557,398,221,557,297,375,62,6.048387096774194,0.3781398506449423,0.9610532091763326
484,3,2881,1372,638,573,1372,298,133,21,6.333333333333333,0.4762235334953141,0.8897330572066717
485,4,2248,1526,269,1526,286,167,0,0,0.0,0.6788256227758007,0.7094986115083788
486,3,2180,828,382,789,828,181,88,14,6.285714285714286,0.3798165137614679,0.8796417928094391
487,2,1333,520,520,507,200,106,236,34,6.9411764705882355,0.3900975243810953,0.8535965455356893
488,3,1646,1291,120,128,1291,107,59,10,5.9,0.784325637910085,0.5672023889041069
489,2,1156,545,545,253,155,203,66,6,11.0,0.47145328719723184,0.907399060177267
490,4,1215,838,144,838,128,105,76,14,5.428571428571429,0.6897119341563785,0.7014513839011092
491,1,1499,636,317,260,286,636,92,13,7.076923076923077,0.4242828552368246,0.9484796027918138
492,4,2176,1287,211,1287,515,163,123,18,6.833333333333333,0.5914522058823529,0.7614486510816816
493,1,2231,709,578,530,414,709,71,8,8.875,0.3177947108919767,1.0039288584493642
494,3,2789,1321,491,367,1321,610,121,20,6.05,0.4736464682681965,0.9051114106066437
495,3,2360,697,496,396,697,771,62,9,6.888888888888889,0.29533898305084744,0.9928313042699246
496,2,2148,1029,1029,339,440,340,251,46,5.456521739130435,0.4790502793296089,0.9079417279412099
497,1,2108,1221,374,185,328,1221,96,14,6.857142857142857,0.5792220113851992,0.8098216439501932
498,1,1894,747,283,434,430,747,120,15,8.0,0.39440337909186907,0.9582805894500557
499,3,4,2,1,1,2,0,280,50,5.6,0.5,0.6931471805599453
500,4,2585,516,998,516,800,271,49,7,7.0,0.19961315280464217,0.9668558591228285
501,3,2132,1686,161,172,1686,113,48,8,6.0,0.7908067542213884,0.5538639136719188
502,1,2881,1484,439,500,458,1484,104,14,7.428571428571429,0.5150989239847276,0.8829735414917368
503,4,2172,1508,191,1508,198,275,59,7,8.428571428571429,0.6942909760589319,0.6937877051229324
504,4,115,43,19,43,24,29,76,8,9.5,0.3739130434782609,0.9718774055655062
505,3,2321,1365,251,428,1365,277,83,13,6.384615384615385,0.5881085738905644,0.8059965496567782
506,2,2372,1417,1417,321,386,248,270,40,6.75,0.5973861720067454,0.80221568791115
507,3,2198,1418,129,250,1418,401,33,7,4.714285714285714,0.6451319381255687,0.7240568167850001
508,3,1686,1297,105,150,1297,134,87,14,6.214285714285714,0.769276393831554,0.5894085028624793
509,2,2263,1312,1312,215,212,524,97,15,6.466666666666667,0.5797613787008395,0.784199580704973
510,3,848,460,174,101,460,113,129,16,8.0625,0.5424528301886793,0.8469812133354584
511,3,346,285,33,15,285,13,55,1,55.0,0.8236994219653179,0.4834766505392896
512,1,82,40,13,4,25,40,179,34,5.264705882352941,0.4878048780487805,0.8014730935599278
513,2,2222,1155,1155,444,255,368,126,19,6.631578947368421,0.5198019801980198,0.8680166778674501
514,4,1689,933,164,933,218,374,53,11,4.818181818181818,0.5523978685612788,0.8245355849748206
515,2,664,296,296,76,116,176,145,20,7.25,0.4457831325301205,0.9048350178471589
516,1,192,98,33,17,44,98,0,0,0.0,0.5104166666666666,0.8549523161503043
517,3,2286,1423,320,271,1423,272,90,17,5.294117647058823,0.6224846894138233,0.7813251100320371
518,4,9,4,1,4,2,2,96,15,6.4,0.4444444444444444,0.9126149071601461
519,1,2368,1469,284,409,206,1469,301,49,6.142857142857143,0.6203547297297297,0.7700973066628212
520,2,2897,1590,1590,330,696,281,93,15,6.2,0.5488436313427684,0.8163682127846147
521,3,114,61,32,14,61,7,75,10,7.5,0.5350877192982456,0.7854982036606684
522,4,2337,1340,539,1340,315,143,137,14,9.785714285714286,0.5733846812152332,0.7793964948472618
523,1,1761,564,250,212,735,564,202,29,6.9655172413793105,0.3202725724020443,0.8966935163273682
524,1,86,35,16,12,23,35,104,18,5.777777777777778,0.4069767441860465,0.940407509177511
525,4,2649,1359,780,1359,270,240,0,0,0.0,0.5130237825594564,0.8103143953477138
526,1,1917,917,337,213,450,917,186,23,8.08695652173913,0.47835159102764735,0.8899489577343906
527,2,2663,1903,1903,255,205,300,59,6,9.833333333333334,0.7146075854299662,0.6680077105080571
528,1,2887,718,410,575,1184,718,250,47,5.319148936170213,0.24870107377900935,0.9641110149873456
529,1,2887,2100,366,146,275,2100,59,7,8.428571428571429,0.7273986837547627,0.6367206351721877
530,1,1702,986,279,198,239,986,117,17,6.882352941176471,0.5793184488836662,0.8223646987204152
531,2,138,47,47,45,25,21,169,30,5.633333333333334,0.34057971014492755,0.9614014963459734
532,3,318,153,55,55,153,55,74,10,7.4,0.4811320754716981,0.9104669892936209
533,3,2890,2030,374,230,2030,256,0,0,0.0,0.7024221453287197,0.6807456043873471
534,3,1176,490,195,217,490,274,0,0,0.0,0.4166666666666667,0.9492040062364278
535,1,1710,720,306,310,374,720,277,52,5.326923076923077,0.42105263157894735,0.949929848744284
536,3,1599,666,398,181,666,354,237,45,5.266666666666667,0.4165103189493433,0.9265783527594762
537,1,836,255,118,138,325,255,98,18,5.444444444444445,0.3050239234449761,0.9410146479741677
538,1,104,31,25,32,16,31,62,12,5.166666666666667,0.2980769230769231,0.9933045343287255
539,2,2246,1888,1888,119,129,110,31,3,10.333333333333334,0.8406055209260909,0.4674835531419099
540,1,1280,668,529,40,43,668,38,7,5.428571428571429,0.521875,0.5874882303427661
541,2,655,161,161,84,288,122,125,24,5.208333333333333,0.24580152671755726,0.9377068848310937
542,3,579,215,224,65,215,75,85,12,7.083333333333333,0.37132987910189985,0.8776487135796229
543,3,849,260,214,211,260,164,133,21,6.333333333333333,0.30624263839811544,1.0109680014088207
544,1,117,62,22,8,25,62,181,30,6.033333333333333,0.5299145299145299,0.8274290981611105
545,2,2308,963,963,243,717,385,214,36,5.944444444444445,0.4172443674176776,0.8989262443748565
546,3,1492,937,147,245,937,163,78,14,5.571428571428571,0.6280160857908847,0.7668808704774949
547,4,2924,1512,628,1512,657,127,151,19,7.947368421052632,0.5170998632010944,0.8020602114915575
548,3,10,4,0,3,4,3,160,22,7.2727272727272725,0.4,0.7223836825955616
549,3,655,335,106,87,335,127,126,24,5.25,0.5114503816793893,0.8809358246171168
550,2,1297,544,544,140,130,483,200,27,7.407407407407407,0.41942945258288356,0.8387069038948044
551,1,2839,1653,319,304,563,1653,67,10,6.7,0.5822472701655512,0.8057142916232621
552,2,1009,466,466,108,187,248,167,24,6.958333333333333,0.4618434093161546,0.8964900328264327
553,1,1499,1115,124,120,140,1115,125,16,7.8125,0.7438292194796531,0.629737612299683
554,2,2260,1075,1075,254,481,450,125,21,5.9523809523809526,0.4756637168141593,0.8963101045787871
555,2,1713,765,765,340,290,318,237,42,5.642857142857143,0.44658493870402804,0.9342499142062745
556,3,108,38,33,22,38,15,38,3,12.666666666666666,0.35185185185185186,0.9605624942581984
557,3,73,37,18,11,37,7,72,12,6.0,0.5068493150684932,0.8552277971923541
558,2,90,42,42,8,15,25,213,35,6.085714285714285,0.4666666666666667,0.8695853689352875
559,1,2307,843,456,397,611,843,248,37,6.702702702702703,0.36540962288686607,0.9751529706723693
560,3,1693,514,391,270,514,518,113,16,7.0625,0.303603071470762,0.9935993462260574
561,3,615,395,84,83,395,53,91,17,5.352941176470588,0.6422764227642277,0.7534618633320578
562,3,110,50,24,9,50,27,164,29,5.655172413793103,0.45454545454545453,0.8817537585550129
563,1,1724,908,253,190,373,908,210,36,5.833333333333333,0.5266821345707656,0.855875600529461
564,2,1280,779,779,155,164,182,145,25,5.8,0.60859375,0.796268819906341
565,2,1591,712,712,464,216,199,208,39,5.333333333333333,0.44751728472658703,0.8904824126310362
566,2,2145,1783,1783,84,105,173,55,1,55.0,0.8312354312354312,0.47761773204456526
567,1,2195,1727,226,115,127,1727,77,12,6.416666666666667,0.7867881548974943,0.5534591361096982
568,2,141,100,100,13,21,7,21,3,7.0,0.7092198581560284,0.6524714299498287
569,1,458,213,55,45,145,213,149,24,6.208333333333333,0.4650655021834061,0.8466231882741087
570,1,1496,898,132,217,249,898,152,21,7.238095238095238,0.6002673796791443,0.7927109920348876
571,1,1648,940,209,210,289,940,82,12,6.833333333333333,0.5703883495145631,0.8296985352163473
572,4,1512,600,303,600,161,448,220,41,5.365853658536586,0.3968253968253968,0.9210379978787391
573,1,634,272,147,76,139,272,133,17,7.823529411764706,0.42902208201892744,0.9258998748941234
574,2,2172,1275,1275,192,258,447,197,32,6.15625,0.5870165745856354,0.7928484004483911
575,4,859,206,224,206,183,246,260,44,5.909090909090909,0.239813736903376,1.0380219634817793
576,3,900,477,145,198,477,80,88,13,6.769230769230769,0.53,0.8423862104264129
577,3,1682,1165,153,128,1165,236,67,12,5.583333333333333,0.692627824019025,0.6896312715901952
578,2,90,52,52,33,4,1,56,8,7.0,0.5777777777777777,0.5562537833297406
579,3,2264,1582,302,196,1582,184,83,12,6.916666666666667,0.6987632508833922,0.6845257525450047
580,3,137,34,53,17,34,33,354,59,6.0,0.24817518248175183,0.969220347187481
581,3,1503,1160,177,104,1160,62,60,1,60.0,0.7717897538256819,0.5682251627652722
582,2,892,527,527,133,147,85,84,14,6.0,0.5908071748878924,0.8049100417937881
583,3,2619,1220,547,346,1220,506,280,44,6.363636363636363,0.4658266513936617,0.912129655865611
584,4,1254,719,200,719,227,108,166,24,6.916666666666667,0.5733652312599681,0.8133515478715168
585,3,2546,1610,433,255,1610,248,11,1,11.0,0.6323644933228594,0.758598180661606
586,1,1698,419,371,259,649,419,281,44,6.386363636363637,0.24676089517078917,0.9867501041695466
587,1,2611,1143,521,427,520,1143,198,37,5.351351351351352,0.437763309076982,0.9390998435193214
588,4,1745,534,355,534,468,388,60,8,7.5,0.3060171919770774,1.0112128138783802
589,3,2141,820,642,285,820,394,143,24,5.958333333333333,0.3829985987856142,0.9410924818393576
590,2,85,43,43,13,20,9,248,48,5.166666666666667,0.5058823529411764,0.8653805230410296
591,3,1204,701,221,125,701,157,161,22,7.318181818181818,0.5822259136212624,0.8119757152608755
592,3,2642,1552,293,397,1552,400,194,20,9.7,0.5874337623012869,0.8145074269574817
593,3,80,46,11,11,46,12,26,1,26.0,0.575,0.8302041222486478
594,2,1493,953,953,273,188,79,108,10,10.8,0.6383121232417951,0.7271197864894465
595,3,554,253,92,141,253,68,211,36,5.861111111111111,0.4566787003610108,0.9038995543810897
596,2,2633,1448,1448,396,305,484,205,38,5.394736842105263,0.5499430307633878,0.8459751574744558
597,1,10,5,0,1,4,5,162,22,7.363636363636363,0.5,0.5967748020490666
598,3,189,42,41,62,42,44,228,35,6.514285714285714,0.2222222222222222,1.0364745011306435
599,3,2874,784,1232,253,784,605,47,5,9.4,0.27279053583855256,0.9050533041042369
600,4,1699,808,394,808,228,269,145,23,6.304347826086956,0.4755738669805768,0.90025016517469
601,1,2400,1551,284,136,429,1551,111,13,8.538461538461538,0.64625,0.7229843431463711
602,3,167,76,24,21,76,46,55,9,6.111111111111111,0.4550898203592814,0.8946806561130763
603,4,4,1,2,1,0,1,51,6,8.5,0.25,0.6931471805599453
604,3,1155,535,222,202,535,196,160,23,6.956521739130435,0.46320346320346323,0.9229225622275181
605,2,2581,700,700,736,907,238,43,6,7.166666666666667,0.2712127082526153,0.9451001463378613
606,1,4,2,0,2,0,2,95,15,6.333333333333333,0.5,0.34657359027997264
607,2,181,106,106,29,27,19,209,36,5.805555555555555,0.585635359116022,0.8138329408234803
608,4,4,3,0,3,1,0,39,9,4.333333333333333,0.75,0.34657359027997264
609,1,1595,722,429,113,331,722,193,37,5.216216216216216,0.4526645768025078,0.8670784365528009
610,2,2572,1599,1599,338,454,181,46,8,5.75,0.6216951788491446,0.7595993883397008
